date,caspiansea,eastern,markazi,persiangolf,qaraqom,urmia
2002-08-01,,,,,,
2002-09-01,,,,,,
2002-10-01,,,,,,
2002-11-01,,,,,,
2002-12-01,,,,,,
2003-01-01,,,,,,
2003-02-01,,,,,,
2003-03-01,,,,,,
2003-04-01,,,,,,
2003-05-01,,,,,,
2003-06-01,,,,,,
2003-07-01,-0.35799383631736637,-0.5450125586466102,-0.09206249857807859,-0.7126684028374272,0.574800514488545,0.05070347843550104
2003-08-01,-0.3329926381753392,-0.5547017861798933,-0.09089434973824656,-0.7123202485727204,0.5748927901582632,0.05679243164614385
2003-09-01,-0.31005810347245516,-0.5577441684940028,-0.08983016546138223,-0.7125072686278722,0.5749000744800752,0.05974643815213541
2003-10-01,-0.14849779819533054,-0.556804289630886,-0.05693073226444478,-0.6543140490289737,0.5791698862859045,0.005154357068913087
2003-11-01,0.07916512709306386,-0.5855652984220561,-0.13205778076587066,-0.5753956179030114,0.6693399579065968,0.09568668093957966
2003-12-01,0.23210332849791004,-0.79076913564303,0.12091437118197683,-0.02425784660134179,0.4205945168906229,0.07461425443086217
2004-01-01,0.4169796925558697,-0.41532087144516716,0.9998589158477476,0.5952326815525784,0.7728445368779213,0.41567199746909267
2004-02-01,-0.005995593111761907,-0.6164719514810061,0.8860948065837311,0.45752864665186965,0.5230851987047385,0.2737329177164285
2004-03-01,-0.19343889838474104,-1.0824123197615836,0.5285675628892508,0.13240270590796677,0.47518363001436603,-0.4349724118105809
2004-04-01,0.19790419772797657,-1.140539298668398,0.6354947890422654,0.197731314081239,0.3317024708251357,-0.326762276819745
2004-05-01,0.3508018560858265,-1.1588674744938494,0.6667285166190251,0.2817555064697919,0.2189319050166496,0.2684937138737305
2004-06-01,0.3251972639445864,-1.1559722149468379,0.6596175362447794,0.2792508170254315,0.19229347006923547,0.19764613726357277
2004-07-01,0.4712972493212016,-1.388698748510143,0.6533797518182016,0.2620866262361476,0.1992667771018785,0.2824283239015206
2004-08-01,0.4288190316570219,-1.397354689664993,0.6534725140550213,0.2620104586392331,0.19908399877835428,0.2747773537594086
2004-09-01,0.4619438094766761,-1.3973548410570609,0.6537059113696756,0.26202623314278994,0.19910991991054328,0.2714038148304832
2004-10-01,0.5552235658245365,-1.3986785339608696,0.6286037778690641,0.21358979185024884,0.21225149368884397,0.1927583522817474
2004-11-01,0.622160749402304,-1.3836096643857931,0.8590428267636387,0.4747933535759849,0.2386206930553221,0.49336400336151665
2004-12-01,0.5529276068728465,-0.2611572503224898,1.5979423189595627,0.6473830006876478,0.5550612700878425,0.13038988837898305
2005-01-01,0.7851995249814343,-0.43168148070338275,1.1283191949428977,0.42338014271503666,0.16931782480479973,0.38226728424228007
