date,caspiansea,eastern,qaraqom,markazi,persiangolf,urmia
2002-08-01,,,,,,
2002-09-01,,,,,,
2002-10-01,-1.7433495754081205,-0.5641249026714987,-0.643394999595724,-0.88060323087729,-0.5812258611557709,-0.22522271635777888
2002-11-01,-1.3762704225142397,-0.4926765065371569,-0.5598159584658826,-0.6693091396288664,-0.5709522681576229,-0.359733248501597
2002-12-01,-0.5650640463395775,0.027506600050588793,0.4846068533247836,-0.5236302246336663,-0.8463503958084083,0.17022941943737258
2003-01-01,-0.35958140159761354,-0.35009104339094566,0.8681116322535207,-0.05260124336404676,-0.5052924532145284,-0.10992684113564827
2003-02-01,-0.22182048179288627,-0.7392382604023161,0.7706711042809935,-0.12954794055363394,-0.49312728271364076,0.23605125659508977
2003-03-01,0.07946459347763381,-0.5593704319286353,0.4464185149449067,0.2491393650825156,-0.17150196689868574,0.3457333075484458
2003-04-01,0.5047851270176121,-0.32432714186895756,0.54393629720526,0.19580056971473292,-0.20383835952954127,0.6174454506745415
2003-05-01,0.5830686631800509,-0.07795501746828938,0.5627303627692547,0.35589103819542983,-0.13308727901198378,0.37101611275274266
2003-06-01,0.47356229907665554,-0.5264636692594366,0.4935092524209434,0.15558731746974827,-0.24840262889644998,-0.08272287985278956
2003-07-01,-0.020898669360102057,0.32667192519096766,-0.1630596448938908,-0.8297630590247432,-0.7433043347038587,-0.7119357485832136
2003-08-01,-0.29315726160298067,1.031666402338064,-0.29955834775272416,0.5147362027192359,1.1875437931307506,-0.275218429796341
2003-09-01,-1.0725257864196636,1.084181617104902,-0.8966349449277704,0.2530676125068592,1.044597421196471,-1.5996160783778275
2003-10-01,-0.8330573815370437,-0.8578995078108886,-0.5735016498051738,-0.050238974749716406,-0.013455726748568346,-0.4041306310598363
2003-11-01,-0.1571506209806799,-0.8327996783045214,0.063360052396545,-0.8894920524032888,-0.2155967686891245,-0.26685701360528763
2003-12-01,0.5355214148570611,-0.7371328002499749,-0.13537716079743745,0.008142302366701213,0.38346960392175905,0.19738226283934285
2004-01-01,0.8281601820927172,-0.08910793368356118,1.39243368108054,1.5395866796356552,1.1136569988137468,0.6718136276803016
2004-02-01,-0.44919284000977105,-0.7875565117161663,0.3949907020831416,1.5336606265958777,1.1422083192378025,0.5903997388884753
2004-03-01,-0.8169585172469512,-0.9289408131468587,0.5365025143268771,0.8285735304648671,0.1216526846604549,-0.6681152499366105
2004-04-01,0.1580490515577496,-1.2542442911967981,-0.02844756828153114,-0.38053459314908444,-1.0405939727344828,-0.5268682538734702
2004-05-01,1.1322093339032773,-0.9610244275532934,0.16421949517620216,-0.053839391811973926,-0.562824554763884,0.3625886240081802
2004-06-01,1.5920438116979565,-0.7792186612270626,-0.0248141803948622,0.5747489169695176,0.3248690670336871,1.1277395112306063
