date,caspiansea,eastern,qaraqom,markazi,persiangolf,urmia
2002-08-01,0.6046346391437251,1.867400467485594,1.7873331412326083,0.8889567253553174,0.4062066472333345,0.2005078696482444
2002-09-01,0.3432011804576913,1.3169050206104405,0.008820576547317929,-0.25883800511181315,0.27311511343707073,-0.09541594725043391
2002-10-01,0.49946624353005453,0.7922249495710039,0.5825152742346994,0.8187403305781036,0.6411246777918258,0.3103712655135026
2002-11-01,0.395487872194898,1.62366610824387,0.3380509241402822,0.9421404303103358,0.21345339139046973,-0.2621361127770115
2002-12-01,0.5426790001435924,1.5424988454811202,0.8163592905357954,1.223179812376561,0.3313426594729362,0.1570818329777878
2003-01-01,0.8739520086749135,0.891300175751323,0.14216476750790918,0.6108719935643712,0.4191142313299549,1.8519507982047416
2003-02-01,1.1263859087546855,-0.36458297301328574,1.2120650607610306,1.614236466457579,1.2446259431093667,1.2185574303556492
2003-03-01,1.341929056200525,0.6198898730460827,2.4033125012452508,1.306257625999106,1.5602880830722725,2.284151785850708
2003-04-01,1.6075275998613576,0.2533580503695968,1.8878329665731126,1.9468953268624984,1.468500818385194,2.1290715889162115
2003-05-01,1.6983413276154533,0.18149362574584416,1.1703704169798428,1.31842383301496,1.7746973966772446,2.2980302099412664
2003-06-01,1.8320703059134587,1.231551480685142,1.042139720067888,1.5725237566889372,0.9496159377010537,1.1012623622354467
2003-07-01,1.3976370677384593,0.3577824084798392,0.5506542728547352,1.2562023742767356,0.536429829008127,1.2734443591783087
2003-08-01,1.1313691354209627,0.26568431090376793,0.38367902488195943,1.1950237332827276,0.2609246173458181,0.5480952394517751
2003-09-01,0.713224354558123,0.24986948606747286,0.19113630666600243,0.5804564760247364,-0.18280944037577676,0.34690285924864955
2003-10-01,0.5368032552684298,-0.2934162612499579,-0.16425152971421644,0.5474339141245615,-0.32049033740639443,0.0989715282373212
2003-11-01,0.6334183513802812,-0.47319360828607687,-0.6014552708726151,0.34165121259926134,-0.13763289603760537,0.22038535447472143
